"Date","Price","Open","High","Low","Vol.","Change %"
"03/20/2018","1,209.89","1,203.24","1,209.89","1,199.47","","0.52%"
"03/19/2018","1,203.59","1,212.10","1,212.95","1,202.06","","-0.79%"
"03/16/2018","1,213.14","1,215.45","1,215.51","1,210.89","","-0.25%"
"03/15/2018","1,216.24","1,219.68","1,220.84","1,214.32","","-0.20%"
"03/14/2018","1,218.70","1,222.52","1,222.57","1,215.70","","-0.42%"
"03/13/2018","1,223.83","1,223.48","1,228.48","1,221.83","","0.13%"
"03/12/2018","1,222.20","1,209.15","1,223.72","1,208.96","","1.24%"
"03/09/2018","1,207.23","1,194.29","1,208.25","1,194.29","","1.00%"
"03/08/2018","1,195.24","1,190.17","1,199.19","1,189.67","","0.51%"
"03/07/2018","1,189.20","1,196.53","1,199.78","1,185.55","","-0.40%"
"03/06/2018","1,193.93","1,179.17","1,198.90","1,179.17","","1.51%"
"03/05/2018","1,176.12","1,183.51","1,185.40","1,171.59","","-0.50%"
"03/02/2018","1,182.06","1,192.54","1,192.54","1,174.73","","-0.85%"
"03/01/2018","1,192.25","1,192.52","1,197.14","1,188.94","","-0.25%"
"02/28/2018","1,195.19","1,209.89","1,210.68","1,194.05","","-1.41%"
"02/27/2018","1,212.33","1,223.22","1,228.80","1,209.80","","-0.72%"
"02/26/2018","1,221.08","1,217.58","1,223.83","1,217.58","","0.38%"
"02/23/2018","1,216.43","1,202.02","1,217.29","1,202.02","","1.29%"
"02/22/2018","1,200.90","1,207.63","1,207.63","1,195.87","","-0.72%"
"02/21/2018","1,209.67","1,194.10","1,215.09","1,192.75","","1.27%"
"02/20/2018","1,194.53","1,202.05","1,202.11","1,191.54","","-0.54%"
"02/19/2018","1,201.04","1,202.58","1,204.43","1,200.85","","0.11%"
"02/16/2018","1,199.73","1,207.20","1,208.11","1,199.73","","-0.24%"
"02/15/2018","1,202.62","1,189.32","1,208.04","1,189.21","","1.46%"
"02/14/2018","1,185.33","1,165.06","1,189.87","1,165.06","","1.79%"
"02/13/2018","1,164.49","1,156.17","1,166.77","1,154.79","","0.96%"
"02/12/2018","1,153.37","1,145.94","1,155.92","1,145.72","","0.92%"
"02/09/2018","1,142.85","1,158.93","1,158.93","1,136.27","","-1.74%"
"02/08/2018","1,163.09","1,170.78","1,176.63","1,159.25","","-0.88%"
"02/07/2018","1,173.38","1,182.55","1,196.35","1,170.51","","-0.24%"
"02/06/2018","1,176.18","1,204.66","1,204.66","1,167.76","","-2.74%"
"02/05/2018","1,209.34","1,226.62","1,226.62","1,205.32","","-1.75%"
"02/02/2018","1,230.83","1,248.28","1,248.51","1,227.37","","-1.43%"
"02/01/2018","1,248.65","1,253.77","1,258.55","1,245.28","","-0.47%"
"01/31/2018","1,254.59","1,246.94","1,257.34","1,244.97","","0.56%"
"01/30/2018","1,247.63","1,267.73","1,267.73","1,245.31","","-1.60%"
"01/29/2018","1,267.98","1,273.44","1,278.53","1,265.89","","-0.40%"
"01/26/2018","1,273.07","1,260.19","1,273.07","1,258.64","","0.76%"
"01/25/2018","1,263.45","1,261.25","1,264.92","1,258.89","","0.37%"
"01/24/2018","1,258.75","1,252.30","1,261.97","1,246.92","","0.51%"
"01/23/2018","1,252.39","1,239.77","1,252.39","1,239.77","","1.12%"
"01/22/2018","1,238.50","1,233.18","1,239.47","1,228.44","","0.48%"
"01/19/2018","1,232.60","1,227.66","1,233.84","1,227.57","","0.41%"
"01/18/2018","1,227.52","1,222.68","1,229.22","1,222.16","","0.40%"
"01/17/2018","1,222.62","1,218.00","1,224.65","1,214.07","","0.39%"
"01/16/2018","1,217.87","1,209.92","1,221.03","1,208.93","","0.60%"
"01/15/2018","1,210.64","1,211.14","1,215.49","1,209.15","","0.20%"
"01/12/2018","1,208.17","1,199.09","1,209.87","1,198.91","","0.93%"
"01/11/2018","1,197.00","1,198.19","1,199.04","1,192.73","","-0.04%"
"01/10/2018","1,197.53","1,204.54","1,205.28","1,197.00","","-0.63%"
"01/09/2018","1,205.14","1,205.98","1,207.75","1,202.11","","-0.14%"
"01/08/2018","1,206.86","1,202.66","1,206.86","1,201.65","","0.49%"
"01/05/2018","1,201.01","1,192.48","1,201.95","1,192.16","","0.71%"
"01/04/2018","1,192.56","1,185.12","1,193.62","1,183.12","","0.71%"
"01/03/2018","1,184.21","1,179.23","1,185.31","1,178.17","","0.53%"
"01/02/2018","1,177.98","1,159.51","1,178.30","1,158.46","","1.76%"
"01/01/2018","1,157.55","1,159.53","1,159.86","1,157.55","","-0.08%"
"12/29/2017","1,158.45","1,154.35","1,160.06","1,154.35","","0.42%"
"12/28/2017","1,153.58","1,144.88","1,154.95","1,144.82","","0.80%"
"12/27/2017","1,144.39","1,139.02","1,145.21","1,138.56","","0.51%"
"12/26/2017","1,138.63","1,141.40","1,142.73","1,138.39","","-0.22%"
"12/25/2017","1,141.11","1,140.85","1,141.31","1,140.13","","0.00%"
"12/22/2017","1,141.09","1,134.92","1,142.09","1,134.29","","0.59%"
"12/21/2017","1,134.38","1,131.94","1,135.85","1,129.23","","0.14%"
"12/20/2017","1,132.85","1,132.62","1,133.90","1,131.23","","0.06%"
"12/19/2017","1,132.20","1,130.09","1,136.08","1,129.47","","0.16%"
"12/18/2017","1,130.39","1,119.83","1,131.67","1,117.55","","1.06%"
"12/15/2017","1,118.50","1,121.06","1,121.99","1,114.80","","-0.24%"
"12/14/2017","1,121.22","1,120.32","1,125.37","1,119.94","","0.22%"
"12/13/2017","1,118.81","1,113.07","1,120.90","1,111.59","","0.58%"
"12/12/2017","1,112.37","1,119.98","1,120.32","1,110.37","","-0.68%"
"12/11/2017","1,119.97","1,111.58","1,121.36","1,110.75","","0.83%"
"12/08/2017","1,110.78","1,100.22","1,113.85","1,099.91","","0.93%"
"12/07/2017","1,100.54","1,101.09","1,104.77","1,098.10","","-0.06%"
"12/06/2017","1,101.19","1,117.50","1,117.50","1,098.37","","-1.48%"
"12/05/2017","1,117.69","1,122.21","1,123.04","1,116.01","","-0.38%"
"12/04/2017","1,121.95","1,116.26","1,125.61","1,112.70","","0.54%"
"12/01/2017","1,115.94","1,120.48","1,123.13","1,115.38","","-0.43%"
"11/30/2017","1,120.79","1,137.48","1,138.66","1,119.56","","-1.80%"
"11/29/2017","1,141.38","1,146.43","1,148.48","1,138.08","","-0.45%"
"11/28/2017","1,146.50","1,143.76","1,149.08","1,139.23","","0.19%"
"11/27/2017","1,144.33","1,152.82","1,152.86","1,142.41","","-0.86%"
"11/24/2017","1,154.26","1,153.14","1,155.16","1,151.66","","0.16%"
"11/23/2017","1,152.40","1,159.24","1,160.66","1,152.30","","-0.37%"
"11/22/2017","1,156.67","1,152.35","1,159.17","1,152.35","","0.49%"
"11/21/2017","1,150.98","1,137.21","1,153.96","1,136.91","","1.31%"
"11/20/2017","1,136.10","1,138.30","1,138.98","1,134.20","","-0.03%"
"11/17/2017","1,136.45","1,127.22","1,139.27","1,126.94","","0.99%"
"11/16/2017","1,125.36","1,112.38","1,128.02","1,111.99","","1.28%"
"11/15/2017","1,111.12","1,119.17","1,119.17","1,110.92","","-0.64%"
"11/14/2017","1,118.32","1,124.00","1,126.24","1,118.32","","-0.44%"
"11/13/2017","1,123.26","1,127.40","1,128.12","1,122.38","","-0.46%"
"11/10/2017","1,128.49","1,132.87","1,133.95","1,127.01","","-0.47%"
"11/09/2017","1,133.78","1,135.18","1,138.88","1,130.61","","-0.08%"
"11/08/2017","1,134.68","1,134.23","1,137.30","1,132.06","","0.01%"
"11/07/2017","1,134.55","1,133.62","1,138.95","1,133.11","","0.31%"
"11/06/2017","1,131.03","1,125.67","1,133.62","1,119.39","","0.43%"
"11/03/2017","1,126.18","1,128.33","1,130.40","1,123.13","","-0.10%"
"11/02/2017","1,127.31","1,129.74","1,132.02","1,126.87","","-0.14%"
"11/01/2017","1,128.94","1,119.94","1,133.34","1,119.94","","0.88%"
"10/31/2017","1,119.08","1,114.82","1,120.13","1,114.42","","0.32%"
"10/30/2017","1,115.53","1,113.23","1,118.09","1,113.23","","0.48%"
"10/27/2017","1,110.22","1,105.90","1,113.02","1,105.19","","0.19%"
"10/26/2017","1,108.16","1,113.74","1,114.40","1,105.53","","-0.53%"
"10/25/2017","1,114.09","1,113.45","1,118.73","1,111.05","","0.07%"
"10/24/2017","1,113.32","1,115.39","1,117.15","1,112.17","","-0.23%"
"10/23/2017","1,115.90","1,119.07","1,121.12","1,114.57","","-0.34%"
"10/20/2017","1,119.69","1,117.94","1,122.11","1,117.39","","0.25%"
"10/19/2017","1,116.91","1,126.49","1,128.01","1,114.52","","-0.89%"
"10/18/2017","1,126.90","1,127.27","1,128.82","1,124.77","","0.11%"
"10/17/2017","1,125.66","1,131.53","1,132.35","1,125.15","","-0.54%"
"10/16/2017","1,131.82","1,127.24","1,132.45","1,126.90","","0.52%"
"10/13/2017","1,125.91","1,121.26","1,127.84","1,120.31","","0.38%"
"10/12/2017","1,121.62","1,118.10","1,123.14","1,117.80","","0.38%"
"10/11/2017","1,117.33","1,111.27","1,118.12","1,111.27","","0.43%"
"10/10/2017","1,112.52","1,101.55","1,113.03","1,101.55","","1.10%"
"10/09/2017","1,100.41","1,102.68","1,102.81","1,099.41","","-0.25%"
"10/06/2017","1,103.12","1,101.56","1,104.78","1,100.62","","0.03%"
"10/05/2017","1,102.76","1,101.77","1,104.83","1,100.97","","0.08%"
"10/04/2017","1,101.84","1,098.02","1,103.70","1,098.02","","0.44%"
"10/03/2017","1,097.03","1,082.42","1,097.44","1,082.06","","1.30%"
"10/02/2017","1,082.97","1,082.30","1,083.77","1,081.28","","0.12%"
"09/29/2017","1,081.72","1,073.15","1,082.34","1,073.15","","0.87%"
"09/28/2017","1,072.38","1,077.95","1,078.06","1,071.79","","-0.57%"
"09/27/2017","1,078.57","1,079.87","1,083.85","1,076.38","","-0.14%"
"09/26/2017","1,080.11","1,086.50","1,086.82","1,079.07","","-0.75%"
"09/25/2017","1,088.26","1,102.46","1,103.31","1,085.16","","-1.27%"
"09/22/2017","1,102.25","1,108.29","1,108.60","1,100.75","","-0.54%"
"09/21/2017","1,108.19","1,109.89","1,111.59","1,106.74","","-0.35%"
"09/20/2017","1,112.07","1,109.66","1,112.99","1,106.61","","0.22%"
"09/19/2017","1,109.63","1,112.04","1,113.67","1,108.50","","-0.30%"
"09/18/2017","1,112.92","1,102.60","1,114.09","1,102.60","","0.98%"
"09/15/2017","1,102.16","1,099.75","1,103.06","1,097.32","","0.21%"
"09/14/2017","1,099.89","1,099.23","1,101.00","1,097.10","","0.04%"
"09/13/2017","1,099.46","1,102.24","1,102.92","1,097.73","","-0.25%"
"09/12/2017","1,102.26","1,098.60","1,102.88","1,098.00","","0.28%"
"09/11/2017","1,099.18","1,090.63","1,099.29","1,090.63","","0.73%"
"09/08/2017","1,091.17","1,091.25","1,095.25","1,090.07","","0.10%"
"09/07/2017","1,090.10","1,084.75","1,091.44","1,084.75","","0.64%"
"09/06/2017","1,083.18","1,084.19","1,085.14","1,078.89","","-0.16%"
"09/05/2017","1,084.93","1,083.58","1,087.78","1,082.39","","0.15%"
"09/04/2017","1,083.34","1,089.65","1,089.65","1,082.91","","-0.73%"
"09/01/2017","1,091.36","1,088.43","1,092.18","1,087.06","","0.34%"
"08/31/2017","1,087.70","1,087.82","1,088.60","1,083.79","","-0.03%"
"08/30/2017","1,088.00","1,081.70","1,088.39","1,081.42","","0.63%"
"08/29/2017","1,081.23","1,084.03","1,084.03","1,077.54","","-0.35%"
"08/28/2017","1,085.08","1,086.96","1,087.65","1,084.69","","-0.03%"
"08/25/2017","1,085.37","1,082.30","1,088.83","1,081.37","","0.27%"
"08/24/2017","1,082.45","1,077.41","1,083.08","1,077.30","","0.64%"
"08/23/2017","1,075.60","1,072.52","1,077.86","1,072.35","","0.29%"
"08/22/2017","1,072.52","1,063.16","1,072.70","1,063.16","","0.83%"
"08/21/2017","1,063.66","1,061.55","1,064.90","1,060.51","","0.39%"
"08/18/2017","1,059.54","1,060.78","1,061.88","1,056.28","","-0.36%"
"08/17/2017","1,063.33","1,062.47","1,066.84","1,061.15","","0.29%"
"08/16/2017","1,060.27","1,056.06","1,062.53","1,054.63","","0.74%"
"08/15/2017","1,052.51","1,054.74","1,057.12","1,051.05","","-0.11%"
"08/14/2017","1,053.65","1,043.51","1,054.35","1,043.51","","1.04%"
"08/11/2017","1,042.80","1,053.93","1,053.93","1,039.97","","-1.27%"
"08/10/2017","1,056.21","1,068.11","1,068.24","1,053.83","","-1.19%"
"08/09/2017","1,068.92","1,076.92","1,076.92","1,065.36","","-0.89%"
"08/08/2017","1,078.53","1,075.76","1,080.34","1,074.98","","0.29%"
"08/07/2017","1,075.36","1,066.82","1,075.85","1,066.61","","0.76%"
"08/04/2017","1,067.26","1,064.45","1,068.98","1,064.28","","0.30%"
"08/03/2017","1,064.07","1,070.56","1,070.56","1,062.33","","-0.55%"
"08/02/2017","1,069.97","1,068.37","1,071.79","1,068.18","","0.09%"
"08/01/2017","1,069.00","1,065.83","1,071.07","1,065.73","","0.26%"
"07/31/2017","1,066.23","1,062.50","1,067.23","1,061.39","","0.31%"
"07/28/2017","1,062.97","1,067.89","1,067.89","1,058.73","","-0.56%"
"07/27/2017","1,068.95","1,066.86","1,072.50","1,066.14","","0.63%"
"07/26/2017","1,062.29","1,060.57","1,066.80","1,058.82","","0.06%"
"07/25/2017","1,061.69","1,063.82","1,063.99","1,060.01","","-0.24%"
"07/24/2017","1,064.27","1,059.46","1,064.27","1,058.54","","0.39%"
"07/21/2017","1,060.18","1,060.42","1,061.50","1,057.86","","0.07%"
"07/20/2017","1,059.40","1,059.85","1,061.72","1,058.71","","-0.07%"
"07/19/2017","1,060.12","1,053.11","1,062.35","1,052.93","","0.65%"
"07/18/2017","1,053.23","1,051.09","1,053.58","1,050.68","","0.16%"
"07/17/2017","1,051.55","1,049.10","1,053.07","1,049.10","","0.43%"
"07/14/2017","1,047.05","1,041.23","1,048.98","1,040.66","","0.61%"
"07/13/2017","1,040.72","1,032.01","1,040.98","1,032.01","","1.05%"
"07/12/2017","1,029.90","1,018.57","1,032.60","1,018.57","","1.15%"
"07/11/2017","1,018.20","1,009.58","1,018.74","1,009.37","","0.88%"
"07/10/2017","1,009.29","1,003.12","1,009.59","1,003.12","","0.68%"
"07/07/2017","1,002.48","1,006.34","1,006.47","1,001.69","","-0.37%"
"07/06/2017","1,006.16","1,010.64","1,011.20","1,005.34","","-0.37%"
"07/05/2017","1,009.85","1,006.36","1,010.41","1,004.21","","0.31%"
"07/04/2017","1,006.72","1,013.62","1,013.98","1,005.89","","-0.74%"
"07/03/2017","1,014.24","1,011.02","1,015.00","1,009.76","","0.34%"
"06/30/2017","1,010.80","1,011.62","1,011.73","1,007.58","","-0.32%"
"06/29/2017","1,014.02","1,013.95","1,018.73","1,008.82","","0.19%"
"06/28/2017","1,012.10","1,014.80","1,014.82","1,008.38","","-0.45%"
"06/27/2017","1,016.68","1,019.63","1,020.51","1,014.49","","-0.24%"
"06/26/2017","1,019.11","1,012.74","1,021.54","1,012.17","","0.74%"
"06/23/2017","1,011.67","1,009.30","1,013.62","1,008.31","","0.28%"
"06/22/2017","1,008.81","1,006.26","1,010.53","1,006.02","","0.23%"
"06/21/2017","1,006.47","1,006.84","1,006.84","1,001.71","","-0.22%"
"06/20/2017","1,008.67","1,011.61","1,014.77","1,006.43","","-0.42%"
"06/19/2017","1,012.95","1,003.52","1,012.95","1,003.29","","0.98%"
"06/16/2017","1,003.12","1,002.86","1,004.36","1,001.31","","-0.05%"
"06/15/2017","1,003.64","1,014.25","1,014.64","1,000.05","","-0.99%"
"06/14/2017","1,013.69","1,010.59","1,016.75","1,008.52","","0.39%"
"06/13/2017","1,009.78","1,007.75","1,011.86","1,007.75","","0.09%"
"06/12/2017","1,008.92","1,016.89","1,016.89","1,005.95","","-0.91%"
"06/09/2017","1,018.19","1,019.89","1,023.17","1,016.25","","-0.09%"
"06/08/2017","1,019.06","1,014.79","1,020.25","1,013.87","","0.33%"
"06/07/2017","1,015.75","1,015.16","1,017.36","1,013.30","","-0.01%"
"06/06/2017","1,015.89","1,017.34","1,018.30","1,014.06","","-0.17%"
"06/05/2017","1,017.59","1,015.27","1,018.91","1,014.72","","0.25%"
"06/02/2017","1,015.08","1,008.51","1,015.74","1,008.51","","0.66%"
"06/01/2017","1,008.47","1,006.36","1,009.34","1,004.95","","0.31%"
"05/31/2017","1,005.33","1,011.69","1,014.05","1,005.19","","-0.64%"
"05/30/2017","1,011.77","1,015.10","1,015.29","1,011.22","","-0.34%"
"05/29/2017","1,015.19","1,017.21","1,018.50","1,014.32","","-0.18%"
"05/26/2017","1,017.00","1,013.38","1,017.00","1,012.72","","0.24%"
"05/25/2017","1,014.55","1,006.58","1,015.48","1,006.58","","0.95%"
"05/24/2017","1,005.03","1,003.52","1,007.66","1,000.94","","0.06%"
"05/23/2017","1,004.47","1,004.38","1,006.77","1,000.53","","0.08%"
"05/22/2017","1,003.66","999.48","1,005.48","999.48","","0.80%"
"05/19/2017","995.67","986.38","1,000.10","985.26","","0.74%"
"05/18/2017","988.38","1,004.85","1,005.04","984.55","","-2.01%"
"05/17/2017","1,008.63","1,015.07","1,015.07","1,006.64","","-0.63%"
"05/16/2017","1,015.05","1,011.76","1,015.73","1,009.75","","0.48%"
"05/15/2017","1,010.23","1,002.93","1,011.93","1,002.38","","0.78%"
"05/12/2017","1,002.37","1,001.56","1,003.57","999.14","","0.20%"
"05/11/2017","1,000.35","995.51","1,002.16","994.97","","0.53%"
"05/10/2017","995.09","988.16","995.89","988.16","","0.45%"
"05/09/2017","990.60","983.69","990.60","982.92","","0.56%"
"05/08/2017","985.11","978.15","986.20","978.04","","0.70%"
"05/05/2017","978.27","978.32","978.51","972.95","","-0.18%"
"05/04/2017","980.07","984.56","985.37","977.84","","-0.58%"
"05/03/2017","985.74","989.36","990.11","984.14","","-0.25%"
"05/02/2017","988.19","979.85","989.19","979.85","","0.86%"
"05/01/2017","979.76","978.77","979.90","978.44","","0.18%"
"04/28/2017","977.96","979.04","980.91","976.53","","-0.17%"
"04/27/2017","979.66","980.97","982.57","977.85","","-0.29%"
"04/26/2017","982.53","982.93","986.26","978.67","","-0.01%"
"04/25/2017","982.65","970.43","982.67","970.43","","1.16%"
"04/24/2017","971.36","963.60","972.02","963.06","","1.00%"
"04/21/2017","961.78","959.27","963.53","959.27","","0.35%"
"04/20/2017","958.45","951.88","959.17","950.99","","0.58%"
"04/19/2017","952.92","957.12","957.37","951.63","","-0.50%"
"04/18/2017","957.70","963.69","964.14","955.75","","-0.52%"
"04/17/2017","962.71","959.01","963.49","958.43","","0.24%"
"04/14/2017","960.43","960.78","960.78","958.06","","-0.25%"
"04/13/2017","962.85","962.05","966.14","960.36","","0.49%"
"04/12/2017","958.20","955.31","961.60","954.11","","0.39%"
"04/11/2017","954.44","958.05","958.69","952.18","","-0.37%"
"04/10/2017","958.00","960.69","960.82","956.17","","-0.38%"
"04/07/2017","961.61","963.20","963.26","956.45","","-0.17%"
"04/06/2017","963.29","967.52","967.52","960.62","","-0.61%"
"04/05/2017","969.22","964.65","971.21","964.61","","0.42%"
"04/04/2017","965.17","963.86","965.17","961.44","","0.00%"
"04/03/2017","965.15","960.40","965.45","960.40","","0.71%"
"03/31/2017","958.37","968.46","968.55","958.37","","-1.14%"
"03/30/2017","969.47","972.00","972.34","966.38","","-0.25%"
"03/29/2017","971.86","968.83","972.61","967.35","","0.16%"
"03/28/2017","970.32","966.53","970.54","966.29","","0.48%"
"03/27/2017","965.71","970.44","971.86","963.44","","-0.35%"
"03/24/2017","969.13","968.04","971.47","966.03","","0.13%"
"03/23/2017","967.92","968.04","969.66","966.54","","0.10%"
"03/22/2017","966.97","971.53","971.53","963.19","","-0.63%"
"03/21/2017","973.08","973.51","979.75","971.01","","0.08%"
"03/20/2017","972.35","966.55","974.31","965.09","","0.70%"
"03/17/2017","965.57","963.41","967.67","962.91","","0.25%"
"03/16/2017","963.20","950.94","965.76","950.94","","2.09%"
"03/15/2017","943.52","939.87","951.10","937.77","","0.38%"
"03/14/2017","939.97","938.39","942.89","938.39","","0.16%"
"03/13/2017","938.50","928.00","938.68","927.75","","1.33%"
"03/10/2017","926.14","922.30","928.45","920.59","","0.35%"
"03/09/2017","922.94","932.41","932.53","920.94","","-1.28%"
"03/08/2017","934.90","936.04","939.08","931.80","","-0.17%"
"03/07/2017","936.50","933.78","938.37","933.65","","0.22%"
"03/06/2017","934.42","933.07","937.24","931.83","","0.36%"
"03/03/2017","931.07","933.36","933.36","926.82","","-0.57%"
"03/02/2017","936.37","938.82","943.67","932.77","","-0.22%"
"03/01/2017","938.47","934.50","938.92","932.78","","0.22%"
"02/28/2017","936.37","939.98","941.52","935.09","","-0.42%"
"02/27/2017","940.32","943.32","944.21","939.35","","-0.34%"
"02/24/2017","943.52","952.34","952.46","943.27","","-0.90%"
"02/23/2017","952.12","952.06","956.64","950.83","","0.12%"
"02/22/2017","950.95","947.06","952.75","947.06","","0.56%"
"02/21/2017","945.64","943.82","947.44","942.81","","0.22%"
"02/20/2017","943.58","938.33","944.21","938.23","","0.48%"
"02/17/2017","939.03","943.75","944.08","937.14","","-0.70%"
"02/16/2017","945.62","943.94","947.27","942.88","","0.41%"
"02/15/2017","941.78","936.11","944.36","935.55","","0.82%"
"02/14/2017","934.08","936.30","938.61","933.13","","-0.15%"
"02/13/2017","935.45","931.20","936.50","929.56","","0.57%"
"02/10/2017","930.16","925.31","931.96","924.92","","0.50%"
"02/09/2017","925.57","921.92","927.05","921.60","","0.42%"
"02/08/2017","921.68","919.98","922.49","915.81","","0.20%"
"02/07/2017","919.80","924.02","924.02","918.17","","-0.35%"
"02/06/2017","922.99","920.82","926.16","920.25","","0.45%"
"02/03/2017","918.87","915.72","921.99","913.47","","0.40%"
"02/02/2017","915.21","915.03","917.92","913.59","","0.24%"
"02/01/2017","913.00","911.05","915.66","909.10","","0.41%"
"01/31/2017","909.23","911.36","913.34","907.88","","-0.42%"
"01/30/2017","913.09","913.45","914.37","909.66","","-0.31%"
"01/27/2017","915.92","914.71","915.92","911.72","","-0.09%"
"01/26/2017","916.73","913.48","918.90","913.48","","0.50%"
"01/25/2017","912.16","907.68","913.35","907.68","","0.39%"
"01/24/2017","908.63","902.85","909.79","902.68","","0.72%"
"01/23/2017","902.14","893.66","902.41","893.66","","0.99%"
"01/20/2017","893.28","895.32","895.83","890.88","","-0.14%"
"01/19/2017","894.52","895.70","896.20","892.96","","-0.38%"
"01/18/2017","897.89","897.69","899.51","893.97","","0.34%"
"01/17/2017","894.87","888.39","897.66","888.38","","0.65%"
"01/16/2017","889.11","895.70","895.77","888.27","","-0.77%"
"01/13/2017","895.98","897.20","897.22","894.64","","-0.07%"
"01/12/2017","896.64","889.85","900.44","889.85","","1.12%"
"01/11/2017","886.73","883.79","891.58","883.79","","0.12%"
"01/10/2017","885.70","879.60","886.00","879.07","","0.83%"
"01/09/2017","878.44","879.36","881.01","877.38","","-0.30%"
"01/06/2017","881.11","882.74","884.06","879.03","","-0.07%"
"01/05/2017","881.72","872.95","883.07","872.83","","1.18%"
"01/04/2017","871.45","867.11","873.36","866.56","","0.35%"
"01/03/2017","868.44","859.58","868.44","858.02","","0.76%"
"01/02/2017","861.88","860.73","861.88","859.56","","-0.05%"
"12/30/2016","862.27","859.95","863.36","859.95","","0.45%"
"12/29/2016","858.44","850.68","859.03","849.39","","0.85%"
"12/28/2016","851.18","844.37","851.18","843.51","","0.77%"
"12/27/2016","844.66","842.59","845.22","841.86","","0.26%"
"12/26/2016","842.45","841.49","843.28","841.37","","0.10%"
"12/23/2016","841.60","842.65","842.92","840.27","","-0.11%"
"12/22/2016","842.51","851.17","851.30","840.81","","-1.02%"
"12/21/2016","851.17","852.58","853.47","850.71","","-0.02%"
"12/20/2016","851.31","850.89","852.09","848.33","","0.02%"
"12/19/2016","851.13","856.34","856.87","850.49","","-0.62%"
"12/16/2016","856.40","859.00","860.75","855.64","","-0.26%"
"12/15/2016","858.65","867.67","867.67","856.69","","-1.62%"
"12/14/2016","872.76","877.88","878.68","867.51","","-0.51%"
"12/13/2016","877.20","873.28","878.42","872.16","","0.57%"
"12/12/2016","872.24","877.14","877.69","872.22","","-0.64%"
"12/09/2016","877.85","878.93","878.97","874.01","","-0.17%"
"12/08/2016","879.32","870.27","879.69","870.27","","1.35%"
"12/07/2016","867.61","862.63","870.21","862.53","","0.71%"
"12/06/2016","861.49","856.23","862.47","856.23","","0.88%"
"12/05/2016","853.97","853.22","856.38","849.29","","0.11%"
"12/02/2016","853.07","856.46","856.69","848.81","","-0.62%"
"12/01/2016","858.41","860.96","865.79","857.64","","-0.51%"
"11/30/2016","862.83","858.15","863.55","858.11","","0.51%"
"11/29/2016","858.47","863.45","864.16","858.08","","-0.54%"
"11/28/2016","863.17","856.87","863.84","856.03","","0.86%"
"11/25/2016","855.78","851.73","856.69","851.06","","0.44%"
"11/24/2016","852.02","855.47","855.47","851.32","","-0.46%"
"11/23/2016","855.92","858.76","860.61","852.84","","-0.18%"
"11/22/2016","857.45","847.84","859.88","847.84","","1.19%"
"11/21/2016","847.40","844.51","849.05","842.78","","0.34%"
"11/18/2016","844.53","844.95","847.97","841.79","","-0.31%"
"11/17/2016","847.19","846.46","849.63","844.64","","0.00%"
"11/16/2016","847.15","842.41","848.61","842.16","","0.67%"
"11/15/2016","841.49","839.55","844.36","838.93","","0.30%"
"11/14/2016","838.96","849.31","850.33","837.12","","-1.19%"
"11/11/2016","849.10","871.77","872.24","846.56","","-3.03%"
"11/10/2016","875.63","881.05","893.70","871.75","","-0.51%"
"11/09/2016","880.15","905.20","907.47","873.09","","-2.47%"
"11/08/2016","902.45","895.78","905.90","895.49","","0.86%"
"11/07/2016","894.77","881.98","895.99","881.98","","1.66%"
"11/04/2016","880.12","884.15","884.78","879.46","","-0.54%"
"11/03/2016","884.93","890.92","892.20","884.38","","-0.59%"
"11/02/2016","890.21","900.82","900.82","890.21","","-1.37%"
"11/01/2016","902.58","904.25","908.71","899.33","","-0.28%"
"10/31/2016","905.09","901.58","905.09","899.89","","0.18%"
"10/28/2016","903.50","904.70","905.39","900.35","","-0.20%"
"10/27/2016","905.31","909.39","909.62","903.64","","-0.58%"
"10/26/2016","910.58","919.01","919.20","908.34","","-0.84%"
"10/25/2016","918.25","917.53","920.24","916.15","","-0.02%"
"10/24/2016","918.40","911.38","919.79","910.14","","0.79%"
"10/21/2016","911.24","913.39","913.44","908.33","","-0.23%"
"10/20/2016","913.38","914.38","916.70","911.88","","0.00%"
"10/19/2016","913.35","909.95","914.59","909.64","","0.53%"
"10/18/2016","908.55","894.83","910.54","894.71","","1.55%"
"10/17/2016","894.71","895.33","895.72","891.17","","-0.26%"
"10/14/2016","897.03","893.07","899.69","892.41","","0.72%"
"10/13/2016","890.65","902.21","902.35","888.20","","-1.34%"
"10/12/2016","902.74","904.45","905.27","900.82","","-0.31%"
"10/11/2016","905.57","917.61","919.53","903.64","","-1.43%"
"10/10/2016","918.68","914.73","919.45","914.28","","0.42%"
"10/07/2016","914.81","916.99","917.87","912.46","","-0.24%"
"10/06/2016","917.04","915.83","919.87","914.64","","0.19%"
"10/05/2016","915.26","911.65","916.07","910.55","","-0.04%"
"10/04/2016","915.61","912.47","916.26","911.27","","0.44%"
"10/03/2016","911.61","904.01","912.38","904.01","","0.90%"
"09/30/2016","903.46","911.23","911.23","901.55","","-1.09%"
"09/29/2016","913.39","914.90","920.04","910.27","","0.13%"
"09/28/2016","912.19","912.29","914.96","909.90","","0.12%"
"09/27/2016","911.13","904.84","913.21","902.71","","0.62%"
"09/26/2016","905.49","916.16","916.54","904.37","","-1.31%"
"09/23/2016","917.50","920.65","920.96","915.72","","-0.37%"
